,age,country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
349,25-34,USA,College Degree,Man,White,93000.0,2,40.0792,-98.8164
350,25-34,USA,College Degree,Woman,White,72000.0,8,40.0792,-98.8164
351,35-44,USA,College Degree,Woman,White,82400.0,11,40.0792,-98.8164
352,25-34,USA,College Degree,Man,White,51000.0,5,40.0792,-98.8164
353,35-44,USA,College Degree,Man,Another option not listed here or prefer not to answer,95000.0,5,40.0792,-98.8164
354,35-44,USA,Master's degree,Woman,White,76000.0,11,40.0792,-98.8164
355,45-54,USA,Master's degree,Woman,White,92500.0,21,40.0792,-98.8164
356,25-34,USA,PhD,Prefer not to answer,Another option not listed here or prefer not to answer,70000.0,1,40.0792,-98.8164
357,35-44,USA,College Degree,Man,White,119000.0,11,40.0792,-98.8164
358,25-34,USA,PhD,Woman,White,92000.0,8,40.0792,-98.8164
359,35-44,USA,College Degree,Woman,White,183000.0,11,40.0792,-98.8164
360,55-64,USA,High School,Man,White,107000.0,31,40.0792,-98.8164
361,35-44,USA,Master's degree,Woman,White,136850.0,11,40.0792,-98.8164
362,25-34,USA,College Degree,Woman,White,40000.0,2,40.0792,-98.8164
363,25-34,USA,Master's degree,Woman,White,58000.0,5,40.0792,-98.8164
364,25-34,USA,College Degree,Woman,White,66000.0,2,40.0792,-98.8164
365,35-44,USA,Master's degree,Man,White,66000.0,2,40.0792,-98.8164
366,35-44,USA,College Degree,Woman,White,54000.0,8,40.0792,-98.8164
367,25-34,USA,College Degree,Woman,White,85000.0,1,40.0792,-98.8164
368,35-44,USA,Master's degree,Woman,White,155000.0,8,40.0792,-98.8164
369,25-34,USA,Master's degree,Woman,White,53000.0,11,40.0792,-98.8164
370,25-34,USA,College Degree,Woman,White,42000.0,2,40.0792,-98.8164
371,25-34,USA,College Degree,Man,White,80000.0,2,40.0792,-98.8164
372,25-34,USA,Master's degree,Non-binary,White,44777.0,5,40.0792,-98.8164
373,45-54,USA,College Degree,Woman,White,103550.0,21,40.0792,-98.8164
374,45-54,USA,College Degree,Woman,White,40000.0,11,40.0792,-98.8164
375,35-44,USA,College Degree,Woman,White,150000.0,11,40.0792,-98.8164
376,25-34,USA,College Degree,Woman,White,37000.0,2,40.0792,-98.8164
377,35-44,USA,College Degree,Woman,White,110400.0,8,40.0792,-98.8164
378,25-34,USA,Master's degree,Woman,White,200000.0,11,40.0792,-98.8164
379,35-44,USA,Master's degree,Woman,White,69000.0,11,40.0792,-98.8164
380,35-44,USA,College Degree,Woman,White,94257.0,11,40.0792,-98.8164
381,35-44,USA,College Degree,Woman,White,41000.0,5,40.0792,-98.8164
382,25-34,USA,Master's degree,Woman,White,91000.0,5,40.0792,-98.8164
383,35-44,USA,PhD,Woman,White,72300.0,5,40.0792,-98.8164
384,35-44,USA,College Degree,Woman,White,82000.0,8,40.0792,-98.8164
385,25-34,USA,Master's degree,Non-binary,White,36000.0,8,40.0792,-98.8164
386,25-34,USA,Master's degree,Woman,White,110250.0,8,40.0792,-98.8164
387,35-44,USA,Master's degree,Woman,White,117000.0,11,40.0792,-98.8164
388,45-54,USA,College Degree,Woman,White,114000.0,11,40.0792,-98.8164
389,25-34,USA,College Degree,Man,Asian or Asian American,57000.0,5,40.0792,-98.8164
390,25-34,USA,College Degree,Woman,Another option not listed here or prefer not to answer,52200.0,5,40.0792,-98.8164
391,25-34,USA,College Degree,Woman,White,42000.0,2,40.0792,-98.8164
392,25-34,USA,College Degree,Woman,White,68000.0,1,40.0792,-98.8164
393,45-54,USA,College Degree,Woman,White,75000.0,11,40.0792,-98.8164
394,55-64,USA,College Degree,Woman,White,91000.0,11,40.0792,-98.8164
395,18-24,USA,College Degree,Prefer not to answer,Black or African American,44000.0,2,40.0792,-98.8164
396,35-44,USA,College Degree,Woman,White,52000.0,11,40.0792,-98.8164
397,25-34,USA,Master's degree,Woman,White,111433.0,5,40.0792,-98.8164
398,25-34,USA,College Degree,Woman,White,58000.0,8,40.0792,-98.8164
399,45-54,USA,Master's degree,Woman,White,56000.0,8,40.0792,-98.8164
400,45-54,USA,Master's degree,Man,White,158000.0,21,40.0792,-98.8164
401,35-44,USA,College Degree,Woman,White,66840.0,11,40.0792,-98.8164
402,45-54,USA,College Degree,Woman,White,96000.0,8,40.0792,-98.8164
403,25-34,USA,Master's degree,Woman,White,87000.0,2,40.0792,-98.8164
404,35-44,USA,PhD,Woman,White,25000.0,8,40.0792,-98.8164
405,45-54,USA,Master's degree,Woman,White,120000.0,11,40.0792,-98.8164
406,45-54,USA,Master's degree,Woman,White,154000.0,11,40.0792,-98.8164
407,35-44,USA,College Degree,Woman,White,37960.0,5,40.0792,-98.8164
408,35-44,USA,College Degree,Woman,White,50000.0,11,40.0792,-98.8164
409,25-34,USA,College Degree,Woman,White,80000.0,5,40.0792,-98.8164
410,25-34,USA,Master's degree,Woman,White,51000.0,2,40.0792,-98.8164
411,25-34,USA,College Degree,Woman,White,68150.0,2,40.0792,-98.8164
412,35-44,USA,PhD,Woman,White,85000.0,5,40.0792,-98.8164
413,35-44,USA,College Degree,Woman,White,54000.0,5,40.0792,-98.8164
414,25-34,USA,PhD,Woman,White,82500.0,5,40.0792,-98.8164
415,45-54,USA,College Degree,Woman,Black or African American,300000.0,21,40.0792,-98.8164
416,55-64,USA,PhD,Woman,White,58000.0,21,40.0792,-98.8164
417,25-34,USA,College Degree,Prefer not to answer,White,118000.0,8,40.0792,-98.8164
418,45-54,USA,College Degree,Woman,White,52000.0,11,40.0792,-98.8164
419,18-24,USA,College Degree,Woman,White,37440.0,2,40.0792,-98.8164
421,45-54,USA,Master's degree,Woman,White,172900.0,21,40.0792,-98.8164
422,25-34,USA,College Degree,Woman,White,75000.0,2,40.0792,-98.8164
423,25-34,USA,Master's degree,Woman,White,93000.0,5,40.0792,-98.8164
424,45-54,USA,High School,Woman,White,23000.0,5,40.0792,-98.8164
425,65 or over,USA,Master's degree,Woman,White,51007.0,31,40.0792,-98.8164
426,25-34,USA,College Degree,Woman,White,37419.0,2,40.0792,-98.8164
427,25-34,USA,College Degree,Woman,White,100000.0,11,40.0792,-98.8164
428,25-34,USA,College Degree,Woman,Black or African American,62000.0,8,40.0792,-98.8164
429,25-34,USA,College Degree,Woman,White,94000.0,8,40.0792,-98.8164
430,35-44,USA,College Degree,Woman,White,65000.0,11,40.0792,-98.8164
431,35-44,USA,College Degree,Woman,White,115000.0,11,40.0792,-98.8164
432,35-44,USA,College Degree,Prefer not to answer,White,40000.0,11,40.0792,-98.8164
433,25-34,USA,College Degree,Non-binary,White,46000.0,5,40.0792,-98.8164
434,25-34,USA,College Degree,Woman,White,57500.0,8,40.0792,-98.8164
435,25-34,USA,Master's degree,Woman,White,66913.0,2,40.0792,-98.8164
436,45-54,USA,College Degree,Woman,White,78280.0,11,40.0792,-98.8164
437,25-34,USA,College Degree,Man,White,86000.0,5,40.0792,-98.8164
438,25-34,USA,Master's degree,Prefer not to answer,White,65000.0,8,40.0792,-98.8164
439,45-54,USA,College Degree,Woman,White,86000.0,11,40.0792,-98.8164
440,35-44,USA,Master's degree,Non-binary,White,58500.0,8,40.0792,-98.8164
441,55-64,USA,Master's degree,Woman,White,241000.0,21,40.0792,-98.8164
442,35-44,USA,Master's degree,Man,White,75000.0,21,40.0792,-98.8164
443,55-64,USA,College Degree,Woman,White,53040.0,21,40.0792,-98.8164
444,25-34,USA,College Degree,Woman,White,66818.0,5,40.0792,-98.8164
445,35-44,USA,College Degree,Woman,White,44500.0,8,40.0792,-98.8164
446,45-54,USA,Master's degree,Woman,White,80000.0,11,40.0792,-98.8164
447,25-34,USA,College Degree,Man,White,95000.0,8,40.0792,-98.8164
448,25-34,USA,Master's degree,Non-binary,White,33280.0,5,40.0792,-98.8164
449,35-44,USA,College Degree,Woman,Native American or Alaska Native,91524.0,5,40.0792,-98.8164
450,45-54,USA,Master's degree,Woman,White,79400.0,11,40.0792,-98.8164
451,45-54,USA,Master's degree,Woman,White,42000.0,8,40.0792,-98.8164
452,25-34,USA,Master's degree,Woman,White,44000.0,2,40.0792,-98.8164
453,18-24,USA,College Degree,Man,White,60000.0,2,40.0792,-98.8164
454,45-54,USA,College Degree,Woman,Black or African American,66000.0,21,40.0792,-98.8164
455,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",97000.0,11,40.0792,-98.8164
456,25-34,USA,College Degree,Woman,White,80000.0,5,40.0792,-98.8164
457,25-34,USA,Master's degree,Woman,White,85500.0,11,40.0792,-98.8164
458,35-44,USA,College Degree,Woman,White,118000.0,8,40.0792,-98.8164
459,35-44,USA,Master's degree,Woman,White,62000.0,5,40.0792,-98.8164
460,25-34,USA,College Degree,Non-binary,White,33800.0,5,40.0792,-98.8164
461,35-44,USA,Master's degree,Woman,White,63000.0,5,40.0792,-98.8164
462,25-34,USA,College Degree,Woman,White,49524.0,2,40.0792,-98.8164
463,35-44,USA,College Degree,Woman,Asian or Asian American,67000.0,5,40.0792,-98.8164
464,45-54,USA,PhD,Woman,White,176500.0,11,40.0792,-98.8164
465,35-44,USA,College Degree,Woman,White,55000.0,8,40.0792,-98.8164
466,35-44,USA,Master's degree,Woman,Black or African American,115000.0,11,40.0792,-98.8164
467,25-34,USA,Master's degree,Woman,White,84000.0,5,40.0792,-98.8164
468,35-44,USA,Master's degree,Woman,White,60000.0,8,40.0792,-98.8164
469,45-54,USA,College Degree,Woman,White,85200.0,21,40.0792,-98.8164
470,35-44,USA,PhD,Woman,Asian or Asian American,160000.0,5,40.0792,-98.8164
471,25-34,USA,Master's degree,Woman,White,120000.0,8,40.0792,-98.8164
472,45-54,USA,PhD,Woman,White,81000.0,11,40.0792,-98.8164
473,25-34,USA,College Degree,Woman,White,60000.0,2,40.0792,-98.8164
474,55-64,USA,PhD,Man,White,256300.0,31,40.0792,-98.8164
475,25-34,USA,Master's degree,Woman,White,124000.0,5,40.0792,-98.8164
476,35-44,USA,Master's degree,Woman,White,115000.0,11,40.0792,-98.8164
477,35-44,USA,College Degree,Woman,White,57000.0,11,40.0792,-98.8164
478,35-44,USA,PhD,Man,White,90000.0,11,40.0792,-98.8164
479,35-44,USA,College Degree,Man,"Hispanic, Latino, or Spanish origin",49000.0,2,40.0792,-98.8164
480,35-44,USA,College Degree,Woman,White,78439.0,8,40.0792,-98.8164
481,25-34,USA,College Degree,Woman,White,143000.0,2,40.0792,-98.8164
482,25-34,USA,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",67675.0,8,40.0792,-98.8164
483,25-34,USA,College Degree,Woman,White,26000.0,2,40.0792,-98.8164
484,45-54,USA,College Degree,Woman,White,77000.0,8,40.0792,-98.8164
485,25-34,USA,College Degree,Woman,White,64000.0,8,40.0792,-98.8164
486,45-54,USA,College Degree,Woman,White,66000.0,5,40.0792,-98.8164
487,35-44,USA,College Degree,Woman,White,64625.0,11,40.0792,-98.8164
488,25-34,USA,College Degree,Woman,White,74000.0,5,40.0792,-98.8164
489,25-34,USA,College Degree,Woman,White,65000.0,5,40.0792,-98.8164
490,25-34,USA,Master's degree,Woman,Asian or Asian American,160000.0,2,40.0792,-98.8164
491,25-34,USA,PhD,Woman,White,101000.0,5,40.0792,-98.8164
492,25-34,USA,College Degree,Woman,White,40000.0,8,40.0792,-98.8164
493,45-54,USA,College Degree,Man,White,184422.0,21,40.0792,-98.8164
494,25-34,USA,PhD,Woman,White,180000.0,8,40.0792,-98.8164
495,35-44,USA,College Degree,Woman,White,95000.0,5,40.0792,-98.8164
496,45-54,USA,Master's degree,Woman,White,71000.0,5,40.0792,-98.8164
497,25-34,USA,College Degree,Woman,White,115000.0,5,40.0792,-98.8164
498,25-34,USA,Master's degree,Man,Asian or Asian American,51000.0,2,40.0792,-98.8164
499,25-34,USA,College Degree,Man,White,95000.0,5,40.0792,-98.8164
500,45-54,USA,College Degree,Woman,White,112500.0,21,40.0792,-98.8164
501,45-54,USA,PhD,Man,White,74000.0,11,40.0792,-98.8164
502,55-64,USA,Master's degree,Woman,White,67000.0,21,40.0792,-98.8164
503,25-34,USA,Master's degree,Woman,White,45000.0,11,40.0792,-98.8164
504,45-54,USA,Master's degree,Woman,White,72000.0,11,40.0792,-98.8164
505,25-34,USA,College Degree,Woman,White,98000.0,11,40.0792,-98.8164
506,25-34,USA,College Degree,Woman,White,58000.0,5,40.0792,-98.8164
507,25-34,USA,Master's degree,Woman,White,63000.0,2,40.0792,-98.8164
508,35-44,USA,College Degree,Woman,White,88000.0,11,40.0792,-98.8164
509,25-34,USA,College Degree,Man,White,44000.0,5,40.0792,-98.8164
510,18-24,USA,College Degree,Woman,White,41000.0,2,40.0792,-98.8164
511,25-34,USA,College Degree,Woman,White,34000.0,2,40.0792,-98.8164
512,35-44,USA,College Degree,Woman,White,200000.0,11,40.0792,-98.8164
513,25-34,USA,Master's degree,Woman,White,84500.0,2,40.0792,-98.8164
514,45-54,USA,Master's degree,Woman,White,53000.0,2,40.0792,-98.8164
515,25-34,USA,College Degree,Woman,White,110000.0,2,40.0792,-98.8164
516,25-34,USA,College Degree,Woman,White,39000.0,5,40.0792,-98.8164
517,35-44,USA,College Degree,Woman,White,145600.0,11,40.0792,-98.8164
518,35-44,USA,Master's degree,Woman,White,178000.0,11,40.0792,-98.8164
519,25-34,USA,Master's degree,Woman,White,73495.0,8,40.0792,-98.8164
520,45-54,USA,Master's degree,Woman,White,300000.0,11,40.0792,-98.8164
521,25-34,USA,College Degree,Woman,White,77500.0,5,40.0792,-98.8164
522,25-34,USA,Master's degree,Woman,White,90000.0,2,40.0792,-98.8164
523,25-34,USA,College Degree,Woman,White,48000.0,2,40.0792,-98.8164
524,35-44,USA,College Degree,Woman,White,44000.0,5,40.0792,-98.8164
525,45-54,USA,College Degree,Woman,White,67000.0,11,40.0792,-98.8164
526,25-34,USA,College Degree,Woman,White,63900.0,2,40.0792,-98.8164
527,25-34,USA,PhD,Woman,White,80000.0,8,40.0792,-98.8164
528,35-44,USA,College Degree,Woman,White,35700.0,5,40.0792,-98.8164
529,25-34,USA,Master's degree,Man,White,102000.0,8,40.0792,-98.8164
530,25-34,USA,College Degree,Woman,White,78000.0,5,40.0792,-98.8164
531,45-54,USA,College Degree,Woman,White,65000.0,21,40.0792,-98.8164
532,25-34,USA,Master's degree,Woman,White,63500.0,8,40.0792,-98.8164
533,45-54,USA,Master's degree,Woman,White,204600.0,21,40.0792,-98.8164
534,25-34,USA,College Degree,Woman,White,139000.0,5,40.0792,-98.8164
535,25-34,USA,College Degree,Woman,White,72000.0,5,40.0792,-98.8164
536,25-34,USA,College Degree,Non-binary,White,52500.0,5,40.0792,-98.8164
537,35-44,USA,Master's degree,Woman,White,85000.0,11,40.0792,-98.8164
538,25-34,USA,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",93689.0,11,40.0792,-98.8164
539,35-44,USA,Master's degree,Woman,White,191000.0,11,40.0792,-98.8164
540,25-34,USA,College Degree,Woman,White,115000.0,5,40.0792,-98.8164
541,35-44,USA,College Degree,Woman,White,106000.0,11,40.0792,-98.8164
542,35-44,USA,Master's degree,Woman,White,70500.0,5,40.0792,-98.8164
543,35-44,USA,PhD,Woman,White,100000.0,5,40.0792,-98.8164
544,18-24,USA,College Degree,Woman,Asian or Asian American,72000.0,2,40.0792,-98.8164
545,35-44,USA,College Degree,Woman,Asian or Asian American,113000.0,5,40.0792,-98.8164
546,35-44,USA,College Degree,Woman,White,60000.0,5,40.0792,-98.8164
547,35-44,USA,Master's degree,Woman,White,47000.0,5,40.0792,-98.8164
548,35-44,USA,PhD,Woman,White,120000.0,8,40.0792,-98.8164
549,25-34,USA,College Degree,Woman,White,60000.0,8,40.0792,-98.8164
550,25-34,USA,Master's degree,Woman,White,42000.0,2,40.0792,-98.8164
551,45-54,USA,College Degree,Woman,White,77200.0,11,40.0792,-98.8164
552,55-64,USA,College Degree,Woman,White,62000.0,31,40.0792,-98.8164
553,25-34,USA,PhD,Woman,White,66000.0,2,40.0792,-98.8164
554,35-44,USA,College Degree,Woman,White,130000.0,11,40.0792,-98.8164
555,25-34,USA,College Degree,Man,White,128000.0,5,40.0792,-98.8164
556,35-44,USA,Master's degree,Woman,White,87500.0,11,40.0792,-98.8164
557,18-24,USA,College Degree,Woman,Asian or Asian American,68150.0,2,40.0792,-98.8164
558,35-44,USA,College Degree,Woman,White,176000.0,11,40.0792,-98.8164
559,45-54,USA,Master's degree,Woman,White,153000.0,21,40.0792,-98.8164
560,25-34,USA,PhD,Woman,White,185000.0,1,40.0792,-98.8164
561,25-34,USA,College Degree,Woman,White,112000.0,5,40.0792,-98.8164
562,35-44,USA,PhD,Woman,White,132500.0,11,40.0792,-98.8164
563,25-34,USA,College Degree,Woman,White,43607.0,5,40.0792,-98.8164
564,45-54,USA,Master's degree,Woman,White,64000.0,11,40.0792,-98.8164
565,25-34,USA,College Degree,Man,White,95000.0,8,40.0792,-98.8164
566,35-44,USA,Master's degree,Man,Asian or Asian American,90000.0,2,40.0792,-98.8164
567,25-34,USA,College Degree,Woman,White,65000.0,2,40.0792,-98.8164
568,35-44,USA,Master's degree,Woman,White,46000.0,11,40.0792,-98.8164
569,35-44,USA,Master's degree,Woman,White,36000.0,5,40.0792,-98.8164
570,25-34,USA,College Degree,Woman,White,81120.0,8,40.0792,-98.8164
571,25-34,USA,Master's degree,Woman,White,94000.0,8,40.0792,-98.8164
572,25-34,USA,College Degree,Woman,White,120000.0,8,40.0792,-98.8164
573,25-34,USA,College Degree,Woman,White,80300.0,2,40.0792,-98.8164
574,35-44,USA,Master's degree,Man,White,114000.0,11,40.0792,-98.8164
575,18-24,USA,College Degree,Woman,White,31000.0,2,40.0792,-98.8164
576,25-34,USA,College Degree,Woman,White,88000.0,5,40.0792,-98.8164
577,25-34,USA,College Degree,Woman,White,52000.0,2,40.0792,-98.8164
578,55-64,USA,College Degree,Woman,White,24000.0,8,40.0792,-98.8164
579,25-34,USA,Master's degree,Woman,White,54000.0,1,40.0792,-98.8164
580,35-44,USA,PhD,Woman,Asian or Asian American,200000.0,2,40.0792,-98.8164
581,35-44,USA,Master's degree,Woman,Asian or Asian American,110000.0,11,40.0792,-98.8164
582,45-54,USA,College Degree,Woman,White,41470.0,11,40.0792,-98.8164
583,35-44,USA,College Degree,Man,White,234000.0,11,40.0792,-98.8164
584,35-44,USA,Master's degree,Woman,White,87100.0,11,40.0792,-98.8164
585,18-24,USA,College Degree,Woman,Asian or Asian American,73625.0,1,40.0792,-98.8164
586,35-44,USA,College Degree,Woman,White,89600.0,5,40.0792,-98.8164
587,25-34,USA,College Degree,Woman,White,75800.0,5,40.0792,-98.8164
588,25-34,USA,Master's degree,Woman,White,36600.0,2,40.0792,-98.8164
589,35-44,USA,College Degree,Woman,White,83000.0,11,40.0792,-98.8164
590,18-24,USA,College Degree,Woman,White,75000.0,1,40.0792,-98.8164
591,35-44,USA,College Degree,Woman,White,59571.0,5,40.0792,-98.8164
592,55-64,USA,College Degree,Woman,White,99000.0,31,40.0792,-98.8164
593,25-34,USA,College Degree,Woman,White,70000.0,5,40.0792,-98.8164
594,25-34,USA,College Degree,Woman,White,41787.0,2,40.0792,-98.8164
595,25-34,USA,College Degree,Man,White,60000.0,5,40.0792,-98.8164
596,35-44,USA,Master's degree,Woman,White,65520.0,8,40.0792,-98.8164
597,25-34,USA,Master's degree,Woman,White,75000.0,8,40.0792,-98.8164
598,25-34,USA,Master's degree,Woman,White,85000.0,8,40.0792,-98.8164
599,25-34,USA,Master's degree,Woman,Asian or Asian American,85000.0,5,40.0792,-98.8164
600,25-34,USA,College Degree,Woman,White,36060.0,2,40.0792,-98.8164
601,45-54,USA,College Degree,Woman,White,50000.0,1,40.0792,-98.8164
602,35-44,USA,PhD,Woman,White,146220.0,11,40.0792,-98.8164
603,45-54,USA,High School,Man,White,125000.0,11,40.0792,-98.8164
604,35-44,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",98765.0,11,40.0792,-98.8164
605,25-34,USA,College Degree,Woman,"Hispanic, Latino, or Spanish origin",72000.0,8,40.0792,-98.8164
606,25-34,USA,Master's degree,Woman,Black or African American,142860.0,8,40.0792,-98.8164
607,45-54,USA,College Degree,Woman,Black or African American,117006.0,11,40.0792,-98.8164
608,25-34,USA,Master's degree,Woman,White,220000.0,5,40.0792,-98.8164
609,25-34,USA,College Degree,Woman,White,130000.0,5,40.0792,-98.8164
610,45-54,USA,Master's degree,Woman,White,89980.0,11,40.0792,-98.8164
611,25-34,USA,Master's degree,Woman,White,41000.0,5,40.0792,-98.8164
612,25-34,USA,College Degree,Woman,Asian or Asian American,95000.0,8,40.0792,-98.8164
613,25-34,USA,Master's degree,Woman,White,48000.0,5,40.0792,-98.8164
614,35-44,USA,Master's degree,Woman,White,118000.0,11,40.0792,-98.8164
615,45-54,USA,College Degree,Woman,White,59000.0,11,40.0792,-98.8164
616,25-34,USA,College Degree,Woman,White,74000.0,5,40.0792,-98.8164
617,25-34,USA,College Degree,Woman,White,43700.0,5,40.0792,-98.8164
618,25-34,USA,Master's degree,Woman,White,60000.0,8,40.0792,-98.8164
619,25-34,USA,Master's degree,Man,White,91000.0,8,40.0792,-98.8164
620,25-34,USA,College Degree,Woman,White,51000.0,5,40.0792,-98.8164
621,35-44,USA,College Degree,Man,White,44000.0,8,40.0792,-98.8164
